species_consumer_generic596;normal;
species_consumer_generic602;normal;
species_consumer_generic604;normal;
species_consumer_generic605;normal;
species_consumer_generic615;normal;
species_consumer_generic616;irregular;
species_consumer_generic618;normal;
species_consumer_generic619;normal;
species_consumer_generic620;normal;
species_consumer_generic628;normal;
species_consumer_generic632;irregular;
species_consumer_generic633;irregular;
species_consumer_generic635;normal;
species_consumer_generic636;normal;
species_consumer_generic639;normal;
species_consumer_generic640;normal;
species_consumer_generic644;irregular;
species_consumer_generic651;normal;
species_consumer_generic654;normal;
species_consumer_generic656;normal;
species_consumer_generic659;normal;
species_consumer_generic663;normal;
species_consumer_generic670;normal;
species_consumer_generic671;normal;
species_consumer_generic676;irregular;
species_consumer_generic679;normal;
species_consumer_generic682;irregular;
species_consumer_generic683;normal;
species_consumer_generic687;normal;
species_consumer_generic689;normal;
species_consumer_generic691;normal;
species_consumer_generic694;normal;
species_consumer_generic695;normal;
species_consumer_generic696;normal;
species_consumer_generic698;normal;
species_consumer_generic699;normal;
species_consumer_generic708;normal;
species_consumer_generic711;normal;
species_consumer_generic714;normal;
species_consumer_generic720;normal;
species_consumer_generic723;normal;
species_consumer_generic724;irregular;
species_consumer_generic730;normal;
species_consumer_generic734;normal;
species_consumer_generic738;normal;
species_consumer_generic739;irregular;
species_consumer_generic740;normal;
species_consumer_generic741;normal;
species_consumer_generic751;normal;
species_consumer_generic758;normal;
species_consumer_generic759;normal;
species_consumer_generic760;normal;
species_consumer_generic762;normal;
species_consumer_generic763;irregular;
species_consumer_generic767;normal;
species_consumer_generic769;normal;
species_consumer_generic772;normal;
species_consumer_generic773;normal;
species_consumer_generic775;normal;
species_consumer_generic778;normal;
species_consumer_generic782;normal;
species_consumer_generic787;normal;
species_consumer_generic803;normal;
species_consumer_generic806;irregular;
species_consumer_generic811;normal;
species_consumer_generic820;normal;
species_consumer_generic825;normal;
species_consumer_generic827;normal;
species_consumer_generic834;normal;
species_consumer_generic838;normal;
species_consumer_generic841;normal;
species_consumer_generic847;normal;
species_consumer_generic848;normal;
species_consumer_generic858;irregular;
species_consumer_generic861;normal;
species_consumer_generic862;normal;
species_consumer_generic863;normal;
species_consumer_generic869;normal;
species_consumer_generic883;normal;
species_consumer_generic884;normal;
species_consumer_generic889;normal;
species_consumer_generic896;normal;
species_consumer_generic897;normal;
species_consumer_generic902;normal;
species_consumer_generic906;normal;
species_consumer_generic910;normal;
species_consumer_generic914;normal;
species_consumer_generic915;normal;
species_consumer_generic917;normal;
species_consumer_generic925;normal;
species_consumer_generic926;normal;
species_consumer_generic929;normal;
species_consumer_generic931;normal;
species_consumer_generic934;normal;
species_consumer_generic937;normal;
species_consumer_generic939;irregular;
species_consumer_generic941;normal;
species_consumer_generic945;normal;
species_consumer_generic951;normal;
species_consumer_generic956;normal;
species_consumer_generic959;normal;
species_consumer_generic960;normal;
species_consumer_generic962;normal;
species_consumer_generic968;normal;
species_consumer_generic970;normal;
species_consumer_generic983;normal;
species_consumer_generic985;normal;
species_consumer_generic986;normal;
species_consumer_generic988;normal;
species_consumer_generic992;irregular;
species_consumer_generic994;normal;
;null;

